Model02,91,89,89,97,93,54,93,88,90,93,90,86,92,91,95,92,94,91,92,91,93,89,90,93,94,93,92,88,95,90,86,92,94,89,85,91,91,90,87,93,94,95,97,87,51,87,88,87,88,91,87,92,95,95,90,90,88,90,89,89,89,99,91,89,89,91,96,93,88,60,88,95,85,95,90,85,93,89,92,95,89,88,92,92,99,101,70,93,95,94,95,114,98,104,103,118,95,89,122,88,93,89,107,92,113,88,95,87,64,127,134,91,109,116,90,88,99,90,159,89,89,137,112,137,90,98,89,94,87,107,97,101,106,91,112,100,93,107,89,104,99,93,85,92,87,91,90,98,97,92,92,89,150,88,86,122,99,105,91,92,110,108,622,111,90,93,94,94,95,93,100,103,89,98,89,100,96,104,99,99,103,96,95,100,106,101,107,111,118,101,104,102,92,96,93,99,131,112,98,97,99,100,91,100,90,91,101,92,94,92,89,96,98,88,89,97,87,95,102,103,94,92,95,100,94,95,90,92,92,96,93,92,99,101,93,90,89,94,89,90,89,110,97,56,90,86,91,99,96,88,104,96,94,104,95,100,92,92,90,93,92,101,95,90,161,97,90,93,99,92,97,96,96,98,93,100,92,93,90,99,86,95,96,92,92,93,91,89,93,92,94,92,89,87,94,99,93,92,100,93
Model03,184,106,91,117,162,142,153,153,133,132,134,129,144,124,132,123,144,96,98,124,98,102,126,127,125,77,150,149,112,124,124,122,126,137,140,133,123,125,115,128,103,126,127,119,100,163,101,101,122,97,100,98,144,139,97,146,76,128,151,126,120,173,125,99,101,116,138,124,96,99,120,177,106,127,138,116,102,131,105,120,94,145,117,101,118,96,122,117,98,127,124,120,126,129,120,114,101,99,182,123,122,123,97,97,119,128,139,119,123,124,99,120,100,163,102,101,129,104,100,114,121,118,73,143,130,120,170,124,115,98,128,124,160,130,126,126,96,132,155,107,134,119,99,102,140,122,123,121,98,122,109,124,107,95,127,127,102,105,109,142,126,124,124,96,100
Model04,8,108,179,258,354,498,520,2,2,3,0,1,1,0,1,29,29,1,410,410,411,1,1,2,92,144,1,0,1,0,277,278,322,472,1,0,115,165,288,1,2,0,397,397,398,565,1,0,1,0,0,0,0,0,0,0,0,0,101,101,0,28,109,0,1,1,1,1,1,168,1,0,23,121,210,283,1,1,1,126,127,1,0,1,1,9,10,102,191,293,448,471,1,1,0,501,502,502,0,0,1,71,170,0,113,136,0,0,0,0,140,140,1,1,52,152,252,321,475,1,42,0,304,304,305,450,0,0,0,351,351,351,512,1,0,1,102,0,28,107,0,0,0,1,0,379,1,1,1,100,100,199,298,396,441,1,18,145,0,13,86,0,1,0,0,1,1,1,0,549,549,549,1,178,0,0,25,1,0,1,292,293,293,542,1,0,4,0,1,0,101,101,0,0,120,0,116,167,318,0,0,0,0,17,17,0,0,0,17,0,0,241,241,241,446,1,1,0,29,90,187,258,381,481,0,0,1,1,107,1,47,147,0,1,1,98,99,99,0,123,261,261,1,1,0,0,107,107,0,0,0,0,1,0,0,40,240,240,347,394,542,629,0,0,69,601,601,0,0,1,0,172,0,0,0,0,0,0,60,0,0,0,10,0,359,359,359,509,1,1,30,0,1,175,231,333,435,483,701,753,833,1,0,101,101,101,0,1,59,0,1,0,532,532,1,1,6,245,271,0,1,1,0,39,39,39,0,106,183,0,0,0,0,9,9,10,0,0,23,547,0,0,0,0,57,57,0,0,0,224,423,423,495,0,1,1,77,0,0,0,1,202
